,Id,MSSubClass,MSZoning,Street,LotShape,Utilities,HouseStyle,OverallQual,OverallCond,RoofStyle,ExterCond,Foundation,BsmtCond,GarageCars,Fence,SaleType,SaleCondition,SalePrice
1371,1372,80,RL,Pave,Reg,AllPub,SLvl,6,6,Hip,TA,CBlock,TA,1,MnPrv,WD,Normal,165500
1372,1373,60,RL,Pave,Reg,AllPub,2Story,7,6,Gable,TA,PConc,TA,2,None,WD,Normal,274300
1373,1374,20,RL,Pave,Reg,AllPub,1Story,10,5,Hip,TA,PConc,TA,3,None,WD,Normal,466500
1374,1375,60,FV,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,3,None,WD,Normal,250000
1375,1376,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,239000
1376,1377,30,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,BrkTil,TA,1,None,WD,Normal,91000
1377,1378,50,RL,Pave,Reg,AllPub,1.5Fin,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,117000
1378,1379,160,RM,Pave,Reg,AllPub,2Story,6,5,Gable,TA,CBlock,Fa,1,None,WD,Normal,83000
1379,1380,80,RL,Pave,Reg,AllPub,SLvl,5,5,Gable,TA,PConc,TA,2,None,WD,Normal,167500
1380,1381,30,RL,Pave,Reg,AllPub,1Story,3,3,Gable,Fa,BrkTil,Fa,1,None,WD,Normal,58500
1381,1382,20,RL,Pave,IR1,AllPub,1Story,6,7,Gable,TA,CBlock,TA,2,None,WD,Normal,237500
1382,1383,70,RM,Pave,Reg,AllPub,2Story,7,7,Hip,TA,BrkTil,TA,2,None,WD,Normal,157000
1383,1384,30,RL,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,BrkTil,TA,2,None,WD,Normal,112000
1384,1385,50,RL,Pave,Reg,AllPub,1.5Fin,6,5,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal,105000
1385,1386,50,RM,Pave,Reg,AllPub,1.5Fin,4,8,Gable,Gd,BrkTil,TA,1,MnPrv,WD,Normal,125500
1386,1387,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,250000
1387,1388,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,Gd,BrkTil,TA,1,GdWo,CWD,Family,136000
1388,1389,20,RL,Pave,IR1,AllPub,1Story,9,5,Gable,TA,PConc,TA,3,None,WD,Normal,377500
1389,1390,50,RM,Pave,Reg,AllPub,1.5Fin,6,6,Gable,Gd,BrkTil,Gd,2,None,WD,Normal,131000
1390,1391,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,235000
1391,1392,90,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,3,None,WD,Normal,124000
1392,1393,85,RL,Pave,Reg,AllPub,SFoyer,5,5,Gable,TA,CBlock,TA,1,MnWw,WD,Normal,123000
1393,1394,190,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,BrkTil,TA,2,None,WD,Normal,163000
1394,1395,120,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,New,Partial,246578
1395,1396,60,RL,Pave,IR1,AllPub,2Story,8,5,Hip,TA,PConc,Gd,3,None,WD,Normal,281213
1396,1397,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,160000
1397,1398,70,RM,Pave,Reg,AllPub,2Story,5,8,Gable,TA,BrkTil,TA,1,None,WD,Normal,137500
1398,1399,50,RL,Pave,Reg,AllPub,1.5Fin,5,4,Gable,TA,CBlock,TA,1,GdPrv,WD,Normal,138000
1399,1400,50,RL,Pave,Reg,AllPub,1.5Fin,6,6,Gable,TA,BrkTil,TA,1,MnPrv,WD,Normal,137450
1400,1401,50,RM,Pave,Reg,AllPub,1.5Fin,6,7,Gable,TA,BrkTil,TA,1,None,WD,Normal,120000
1401,1402,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,193000
1402,1403,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,Gd,2,None,New,Partial,193879
1403,1404,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,282922
1404,1405,50,RL,Pave,Reg,AllPub,1.5Fin,3,4,Gable,TA,PConc,TA,3,MnPrv,WD,Family,105000
1405,1406,120,RM,Pave,IR1,AllPub,1Story,8,5,Hip,TA,PConc,TA,2,None,WD,Normal,275000
1406,1407,85,RL,Pave,Reg,AllPub,SFoyer,5,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,133000
1407,1408,20,RL,Pave,IR1,AllPub,1Story,5,5,Gable,TA,CBlock,TA,0,MnPrv,WD,Normal,112000
1408,1409,70,RM,Pave,Reg,AllPub,2Story,4,7,Gable,TA,CBlock,TA,2,None,WD,Normal,125500
1409,1410,60,RL,Pave,IR1,AllPub,2Story,7,6,Gable,Gd,CBlock,TA,2,MnPrv,WD,Normal,215000
1410,1411,60,RL,Pave,Reg,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,230000
1411,1412,50,RL,Pave,Reg,AllPub,1.5Fin,6,8,Gable,Gd,CBlock,TA,1,MnPrv,WD,Normal,140000
1412,1413,90,RL,Pave,Reg,AllPub,1Story,4,5,Gable,TA,Slab,None,2,None,WD,Normal,90000
1413,1414,20,RL,Pave,IR1,AllPub,1Story,8,5,Gable,TA,PConc,Gd,2,None,COD,Abnorml,257000
1414,1415,50,RL,Pave,Reg,AllPub,1.5Fin,6,7,Gambrel,TA,BrkTil,TA,2,None,WD,Normal,207000
1415,1416,120,RL,Pave,Reg,AllPub,1Story,7,5,Hip,TA,PConc,TA,3,None,WD,Normal,175900
1416,1417,190,RM,Pave,Reg,AllPub,2Story,4,6,Gable,TA,PConc,TA,2,None,WD,Normal,122500
1417,1418,60,RL,Pave,IR1,AllPub,2Story,8,5,Gable,TA,PConc,TA,3,None,WD,Normal,340000
1418,1419,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,1,None,COD,Normal,124000
1419,1420,20,RL,Pave,IR1,AllPub,1Story,6,5,Gable,Gd,CBlock,TA,2,None,WD,Normal,223000
1420,1421,60,RL,Pave,Reg,AllPub,2Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,179900
1421,1422,120,RL,Pave,Reg,AllPub,1Story,6,5,Gable,TA,CBlock,TA,2,None,WD,Normal,127500
1422,1423,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,136500
1423,1424,80,RL,Pave,IR1,AllPub,SLvl,6,7,Flat,Gd,CBlock,TA,2,GdPrv,WD,Alloca,274970
1424,1425,20,RL,Pave,Reg,AllPub,1Story,5,5,Hip,TA,CBlock,TA,1,GdWo,WD,Normal,144000
1425,1426,20,RL,Pave,IR1,AllPub,1Story,6,6,Hip,TA,CBlock,TA,2,None,WD,Normal,142000
1426,1427,60,RL,Pave,IR1,AllPub,2Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,271000
1427,1428,50,RL,Pave,Reg,AllPub,1.5Fin,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,140000
1428,1429,30,RM,Pave,Reg,AllPub,1Story,5,7,Gable,Gd,CBlock,TA,1,MnPrv,WD,Abnorml,119000
1429,1430,20,RL,Pave,IR1,AllPub,1Story,6,7,Gable,Gd,CBlock,TA,2,None,WD,Normal,182900
1430,1431,60,RL,Pave,IR3,AllPub,2Story,5,5,Gable,TA,PConc,Gd,2,None,WD,Normal,192140
1431,1432,120,RL,Pave,IR1,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,None,WD,Normal,143750
1432,1433,30,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,BrkTil,TA,1,None,WD,Normal,64500
1433,1434,60,RL,Pave,IR1,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,186500
1434,1435,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,CBlock,TA,2,None,WD,Normal,160000
1435,1436,20,RL,Pave,Reg,AllPub,1Story,6,9,Gable,Gd,CBlock,TA,2,GdPrv,COD,Abnorml,174000
1436,1437,20,RL,Pave,Reg,AllPub,1Story,4,6,Gable,TA,PConc,TA,2,GdWo,WD,Normal,120500
1437,1438,20,RL,Pave,Reg,AllPub,1Story,8,5,Hip,TA,PConc,TA,3,None,New,Partial,394617
1438,1439,20,RM,Pave,Reg,AllPub,1Story,6,7,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,149700
1439,1440,60,RL,Pave,Reg,AllPub,SLvl,7,6,Hip,TA,CBlock,TA,2,None,WD,Normal,197000
1440,1441,70,RL,Pave,IR1,AllPub,2.5Fin,6,7,Gable,TA,BrkTil,TA,2,None,WD,Normal,191000
1441,1442,120,RM,Pave,Reg,AllPub,1Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,149300
1442,1443,60,FV,Pave,Reg,AllPub,2Story,10,5,Gable,TA,PConc,TA,3,None,WD,Normal,310000
1443,1444,30,RL,Pave,Reg,AllPub,1.5Unf,6,6,Gable,TA,BrkTil,TA,1,None,WD,Normal,121000
1444,1445,20,RL,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,179600
1445,1446,85,RL,Pave,Reg,AllPub,SFoyer,6,5,Gable,TA,CBlock,TA,1,None,WD,Normal,129000
1446,1447,20,RL,Pave,IR1,AllPub,1Story,5,7,Gable,TA,CBlock,TA,1,None,WD,Normal,157900
1447,1448,60,RL,Pave,Reg,AllPub,2Story,8,5,Gable,TA,PConc,TA,2,None,WD,Normal,240000
1448,1449,50,RL,Pave,Reg,AllPub,2Story,4,7,Gable,TA,CBlock,TA,1,GdWo,WD,Normal,112000
1449,1450,180,RM,Pave,Reg,AllPub,SFoyer,5,7,Gable,TA,CBlock,TA,0,None,WD,Abnorml,92000
1450,1451,90,RL,Pave,Reg,AllPub,2Story,5,5,Gable,TA,CBlock,TA,0,None,WD,Normal,136000
1451,1452,20,RL,Pave,Reg,AllPub,1Story,8,5,Gable,TA,PConc,TA,3,None,New,Partial,287090
1452,1453,180,RM,Pave,Reg,AllPub,SLvl,5,5,Gable,TA,PConc,TA,2,None,WD,Normal,145000
1453,1454,20,RL,Pave,Reg,AllPub,1Story,5,5,Gable,TA,PConc,TA,0,None,WD,Abnorml,84500
1454,1455,20,FV,Pave,Reg,AllPub,1Story,7,5,Gable,TA,PConc,TA,2,None,WD,Normal,185000
1455,1456,60,RL,Pave,Reg,AllPub,2Story,6,5,Gable,TA,PConc,TA,2,None,WD,Normal,175000
1456,1457,20,RL,Pave,Reg,AllPub,1Story,6,6,Gable,TA,CBlock,TA,2,MnPrv,WD,Normal,210000
1457,1458,70,RL,Pave,Reg,AllPub,2Story,7,9,Gable,Gd,Stone,Gd,1,GdPrv,WD,Normal,266500
1458,1459,20,RL,Pave,Reg,AllPub,1Story,5,6,Hip,TA,CBlock,TA,1,None,WD,Normal,142125
1459,1460,20,RL,Pave,Reg,AllPub,1Story,5,6,Gable,TA,CBlock,TA,1,None,WD,Normal,147500
